species_id,class,family,full_name,english_name,cites_status
5739,Mammalia,Cheirogaleidae,Phaner pallescens,Pale Fork-marked Lemur,Appendix I – Species threatened with extinction
9478,Mammalia,Cheirogaleidae,Phaner parienti,Pariente's Fork-marked Lemur,Appendix I – Species threatened with extinction
10504,Mammalia,Daubentoniidae,Daubentonia madagascariensis,Aye-aye,Appendix I – Species threatened with extinction
6863,Mammalia,Galagidae,Euoticus elegantulus,Western Needle-clawed Galago,Appendix II – Trade regulated
5538,Mammalia,Galagidae,Euoticus pallidus,Central African Needle-clawed Galago,Appendix II – Trade regulated
6886,Mammalia,Galagidae,Galago alleni,Allen's Bushbaby,Appendix II – Trade regulated
5192,Mammalia,Galagidae,Galago cameronensis,Cameroon Bushbaby,Appendix II – Trade regulated
4193,Mammalia,Galagidae,Galago demidoff,Demidoff's Dwarf Galago,Appendix II – Trade regulated
5397,Mammalia,Galagidae,Galago gabonensis,Gabon Bushbaby,Appendix II – Trade regulated
7603,Mammalia,Galagidae,Galago gallarum,Somali Bushbaby,Appendix II – Trade regulated
6300,Mammalia,Galagidae,Galago matschiei,Matschie's Bushbaby,Appendix II – Trade regulated
6175,Mammalia,Galagidae,Galago moholi,South African Galago,Appendix II – Trade regulated
6538,Mammalia,Galagidae,Galago nyasae,Nyasa Bushbaby,Appendix II – Trade regulated
5000,Mammalia,Galagidae,Galago senegalensis,Senegal Bushbaby,Appendix II – Trade regulated
5635,Mammalia,Galagidae,Galago thomasi,Thomas's Bushbaby,Appendix II – Trade regulated
101356,Mammalia,Galagidae,Galagoides kumbirensis,Kumbira Bushbaby,Appendix II – Trade regulated
9472,Mammalia,Galagidae,Otolemur crassicaudatus,Greater Galago,Appendix II – Trade regulated
9701,Mammalia,Galagidae,Otolemur garnettii,Northern Greater Galago,Appendix II – Trade regulated
9756,Mammalia,Galagidae,Otolemur monteiri,Mount Kenya Bushbaby,Appendix II – Trade regulated
101351,Mammalia,Galagidae,Paragalago cocos,Cocos Island Galago,Appendix II – Trade regulated
101353,Mammalia,Galagidae,Paragalago granti,Grant's Bushbaby,Appendix II – Trade regulated
101354,Mammalia,Galagidae,Paragalago orinus,Mountain Dwarf Galago,Appendix II – Trade regulated
101355,Mammalia,Galagidae,Paragalago rondoensis,Rondo Dwarf Galago,Appendix II – Trade regulated
101352,Mammalia,Galagidae,Paragalago zanzibaricus,Zanzibar Bushbaby,Appendix II – Trade regulated
3913,Mammalia,Hominidae,Gorilla beringei,Eastern Gorilla,Appendix I – Species threatened with extinction
7116,Mammalia,Hominidae,Gorilla gorilla,Western Gorilla,Appendix I – Species threatened with extinction
8333,Mammalia,Hominidae,Pan paniscus,Bonobo,Appendix I – Species threatened with extinction
6692,Mammalia,Hominidae,Pan troglodytes,Common Chimpanzee,Appendix I – Species threatened with extinction
8203,Mammalia,Hominidae,Pongo abelii,Sumatran Orangutan,Appendix I – Species threatened with extinction
7106,Mammalia,Hominidae,Pongo pygmaeus,Bornean Orangutan,Appendix I – Species threatened with extinction
101289,Mammalia,Hominidae,Pongo tapanuliensis,Tapanuli Orangutan,Appendix I – Species threatened with extinction
10956,Mammalia,Hylobatidae,Bunopithecus hoolock,Hoolock Gibbon,Appendix I – Species threatened with extinction
101291,Mammalia,Hylobatidae,Hylobates abbotti,Abbott's Gray Gibbon,Appendix I – Species threatened with extinction
10915,Mammalia,Hylobatidae,Hylobates agilis,Agile Gibbon,Appendix I – Species threatened with extinction
6868,Mammalia,Hylobatidae,Hylobates albibarbis,Bornean White-bearded Gibbon,Appendix I – Species threatened with extinction
101290,Mammalia,Hylobatidae,Hylobates funereus,Bornean Black Gibbon,Appendix I – Species threatened with extinction
8754,Mammalia,Hylobatidae,Hylobates klossii,Kloss's Gibbon,Appendix I – Species threatened with extinction
5852,Mammalia,Hylobatidae,Hylobates lar,Lar Gibbon,Appendix I – Species threatened with extinction
7758,Mammalia,Hylobatidae,Hylobates moloch,Javan Silvery Gibbon,Appendix I – Species threatened with extinction
8803,Mammalia,Hylobatidae,Hylobates muelleri,Müller's Bornean Gibbon,Appendix I – Species threatened with extinction
4247,Mammalia,Hylobatidae,Hylobates pileatus,Pileated Gibbon,Appendix I – Species threatened with extinction
4392,Mammalia,Hylobatidae,Nomascus annamensis,Northern Yellow-cheeked Gibbon,Appendix I – Species threatened with extinction
4533,Mammalia,Hylobatidae,Nomascus concolor,Western Black Crested Gibbon,Appendix I – Species threatened with extinction
6694,Mammalia,Hylobatidae,Nomascus gabriellae,Yellow-cheeked Gibbon,Appendix I – Species threatened with extinction
7278,Mammalia,Hylobatidae,Nomascus hainanus,Hainan Black Crested Gibbon,Appendix I – Species threatened with extinction
9609,Mammalia,Hylobatidae,Nomascus leucogenys,Northern White-cheeked Gibbon,Appendix I – Species threatened with extinction
5454,Mammalia,Hylobatidae,Nomascus siki,Southern White-cheeked Gibbon,Appendix I – Species threatened with extinction
5340,Mammalia,Hylobatidae,Symphalangus syndactylus,Siamang,Appendix I – Species threatened with extinction
8576,Mammalia,Indriidae,Avahi laniger,Eastern Woolly Lemur,Appendix I – Species threatened with extinction
11269,Mammalia,Indriidae,Avahi occidentalis,Western Woolly Lemur,Appendix I – Species threatened with extinction
3548,Mammalia,Indriidae,Avahi unicolor,Sambirano Woolly Lemur,Appendix I – Species threatened with extinction
10005,Mammalia,Indriidae,Indri indri,Indri,Appendix I – Species threatened with extinction
101292,Mammalia,Indriidae,Propithecus candidus,Silky Sifaka,Appendix I – Species threatened with extinction
8700,Mammalia,Indriidae,Propithecus coquereli,Coquerel's Sifaka,Appendix I – Species threatened with extinction
62721,Mammalia,Indriidae,Propithecus coronatus,Crowned Sifaka,Appendix I – Species threatened with extinction
3637,Mammalia,Indriidae,Propithecus deckenii,Van der Decken's Sifaka,Appendix I – Species threatened with extinction
6701,Mammalia,Indriidae,Propithecus diadema,Diademed Sifaka,Appendix I – Species threatened with extinction
5515,Mammalia,Indriidae,Propithecus edwardsi,Edwards's Sifaka,Appendix I – Species threatened with extinction
8931,Mammalia,Indriidae,Propithecus perrieri,Perrier's Sifaka,Appendix I – Species threatened with extinction
6482,Mammalia,Indriidae,Propithecus tattersalli,Golden-crowned Sifaka,Appendix I – Species threatened with extinction
8584,Mammalia,Indriidae,Propithecus verreauxi,Verreaux's Sifaka,Appendix I – Species threatened with extinction
8815,Mammalia,Lemuridae,Eulemur albifrons,White-fronted Brown Lemur,Appendix I – Species threatened with extinction
7638,Mammalia,Lemuridae,Eulemur albocollaris,White-collared Brown Lemur,Appendix I – Species threatened with extinction
10496,Mammalia,Lemuridae,Eulemur cinereiceps,Gray-headed Lemur,Appendix I – Species threatened with extinction
5089,Mammalia,Lemuridae,Eulemur collaris,Collared Brown Lemur,Appendix I – Species threatened with extinction
6844,Mammalia,Lemuridae,Eulemur coronatus,Crowned Lemur,Appendix I – Species threatened with extinction
94537,Mammalia,Lemuridae,Eulemur flavifrons,Blue-eyed Black Lemur,Appendix I – Species threatened with extinction
5490,Mammalia,Lemuridae,Eulemur fulvus,Common Brown Lemur,Appendix I – Species threatened with extinction
11141,Mammalia,Lemuridae,Eulemur macaco,Black Lemur,Appendix I – Species threatened with extinction
7200,Mammalia,Lemuridae,Eulemur mongoz,Mongoose Lemur,Appendix I – Species threatened with extinction
9909,Mammalia,Lemuridae,Eulemur rubriventer,Red-bellied Lemur,Appendix I – Species threatened with extinction
5225,Mammalia,Lemuridae,Eulemur rufus,Red-fronted Brown Lemur,Appendix I – Species threatened with extinction
4430,Mammalia,Lemuridae,Eulemur sanfordi,Sanford's Brown Lemur,Appendix I – Species threatened with extinction
5077,Mammalia,Lemuridae,Hapalemur alaotrensis,Alaotran Gentle Lemur,Appendix I – Species threatened with extinction
8822,Mammalia,Lemuridae,Hapalemur aureus,Golden Bamboo Lemur,Appendix I – Species threatened with extinction
3283,Mammalia,Lemuridae,Hapalemur griseus,Eastern Lesser Bamboo Lemur,Appendix I – Species threatened with extinction
9571,Mammalia,Lemuridae,Hapalemur occidentalis,Western Lesser Bamboo Lemur,Appendix I – Species threatened with extinction
5749,Mammalia,Lemuridae,Lemur catta,Ring-tailed Lemur,Appendix I – Species threatened with extinction
3598,Mammalia,Lemuridae,Prolemur simus,Greater Bamboo Lemur,Appendix I – Species threatened with extinction
7921,Mammalia,Lemuridae,Varecia rubra,Red Ruffed Lemur,Appendix I – Species threatened with extinction
5668,Mammalia,Lemuridae,Varecia variegata,Black-and-white Ruffed Lemur,Appendix I – Species threatened with extinction
4455,Mammalia,Lepilemuridae,Lepilemur ankaranensis,Ankarana Sportive Lemur,Appendix I – Species threatened with extinction
6009,Mammalia,Lepilemuridae,Lepilemur dorsalis,Back-striped Sportive Lemur,Appendix I – Species threatened with extinction
5399,Mammalia,Lepilemuridae,Lepilemur edwardsi,Edwards's Sportive Lemur,Appendix I – Species threatened with extinction
7671,Mammalia,Lepilemuridae,Lepilemur leucopus,White-footed Sportive Lemur,Appendix I – Species threatened with extinction
9538,Mammalia,Lepilemuridae,Lepilemur microdon,Small-toothed Sportive Lemur,Appendix I – Species threatened with extinction
7439,Mammalia,Lepilemuridae,Lepilemur mustelinus,Weasel Sportive Lemur,Appendix I – Species threatened with extinction
8488,Mammalia,Lepilemuridae,Lepilemur ruficaudatus,Red-tailed Sportive Lemur,Appendix I – Species threatened with extinction
7259,Mammalia,Lepilemuridae,Lepilemur septentrionalis,Northern Sportive Lemur,Appendix I – Species threatened with extinction
9357,Mammalia,Lorisidae,Arctocebus aureus,Golden Angwantibo,Appendix II – Trade regulated
10229,Mammalia,Lorisidae,Arctocebus calabarensis,Calabar Angwantibo,Appendix II – Trade regulated
4439,Mammalia,Lorisidae,Loris lydekkerianus,Gray Slender Loris,Appendix II – Trade regulated
10000,Mammalia,Lorisidae,Loris tardigradus,Red Slender Loris,Appendix II – Trade regulated
4118,Mammalia,Lorisidae,Nycticebus bengalensis,Bengal Slow Loris,Appendix I – Species threatened with extinction
4303,Mammalia,Lorisidae,Nycticebus coucang,Sunda Slow Loris,Appendix I – Species threatened with extinction
33077,Mammalia,Lorisidae,Nycticebus javanicus,Javan Slow Loris,Appendix I – Species threatened with extinction
67929,Mammalia,Lorisidae,Nycticebus kayan,Kayan Slow Loris,Appendix I – Species threatened with extinction
8796,Mammalia,Lorisidae,Nycticebus pygmaeus,Pygmy Slow Loris,Appendix I – Species threatened with extinction
7356,Mammalia,Lorisidae,Perodicticus potto,Potto,Appendix II – Trade regulated
9369,Mammalia,Lorisidae,Pseudopotto martini,False Potto,Appendix II – Trade regulated
3510,Mammalia,Pitheciidae,Cacajao calvus,Bald Uakari,Appendix I – Species threatened with extinction
4060,Mammalia,Pitheciidae,Cacajao melanocephalus,Black-headed Uakari,Appendix I – Species threatened with extinction
68352,Mammalia,Pitheciidae,Cacajao oukary,Ouakary (Black Uakari),Appendix I – Species threatened with extinction
4774,Mammalia,Pitheciidae,Callicebus barbarabrownae,Barbara Brown's Titi,Appendix II – Trade regulated
5823,Mammalia,Pitheciidae,Callicebus coimbrai,Coimbra Filho's Titi,Appendix II – Trade regulated
5877,Mammalia,Pitheciidae,Callicebus melanochir,Black-handed Titi,Appendix II – Trade regulated
9840,Mammalia,Pitheciidae,Callicebus nigrifrons,Black-fronted Titi,Appendix II – Trade regulated
7665,Mammalia,Pitheciidae,Callicebus personatus,Atlantic Titi,Appendix II – Trade regulated
8012,Mammalia,Pitheciidae,Callicebus stephennashi,Stephen Nash's Titi,Appendix II – Trade regulated
101381,Mammalia,Pitheciidae,Cheracebus lucifer,Red-crowned Titi,Appendix II – Trade regulated
101383,Mammalia,Pitheciidae,Cheracebus lugens,Colombian Black-handed Titi,Appendix II – Trade regulated
101384,Mammalia,Pitheciidae,Cheracebus medemi,Medem's Titi,Appendix II – Trade regulated
101382,Mammalia,Pitheciidae,Cheracebus purinus,Purús Titi,Appendix II – Trade regulated
101386,Mammalia,Pitheciidae,Cheracebus regulus,Regulus Titi,Appendix II – Trade regulated
101385,Mammalia,Pitheciidae,Cheracebus torquatus,Widow Titi,Appendix II – Trade regulated
5859,Mammalia,Pitheciidae,Chiropotes albinasus,White-nosed Saki,Appendix I – Species threatened with extinction
7412,Mammalia,Pitheciidae,Chiropotes chiropotes,Red-backed Bearded Saki,Appendix II – Trade regulated
8189,Mammalia,Pitheciidae,Chiropotes israelita,Rio Negro Bearded Saki,Appendix II – Trade regulated
3956,Mammalia,Pitheciidae,Chiropotes satanas,Black Bearded Saki,Appendix II – Trade regulated
3024,Mammalia,Pitheciidae,Chiropotes utahickae,Uta Hick's Bearded Saki,Appendix II – Trade regulated
3139,Mammalia,Pitheciidae,Pithecia aequatorialis,Equatorial Saki,Appendix II – Trade regulated
9977,Mammalia,Pitheciidae,Pithecia albicans,White Saki,Appendix II – Trade regulated
67932,Mammalia,Pitheciidae,Pithecia cazuzai,Cazuza's Saki,Appendix II – Trade regulated
68359,Mammalia,Pitheciidae,Pithecia chrysocephala,Golden-faced Saki,Appendix II – Trade regulated
68356,Mammalia,Pitheciidae,Pithecia hirsuta,Hairy Saki,Appendix II – Trade regulated
68354,Mammalia,Pitheciidae,Pithecia inusta,Burnished Saki,Appendix II – Trade regulated
4817,Mammalia,Pitheciidae,Pithecia irrorata,Neblina Saki,Appendix II – Trade regulated
67933,Mammalia,Pitheciidae,Pithecia isabela,Isabela's Saki,Appendix II – Trade regulated
68355,Mammalia,Pitheciidae,Pithecia milleri,Miller's Saki,Appendix II – Trade regulated
67934,Mammalia,Pitheciidae,Pithecia mittermeieri,Mittermeier's Saki,Appendix II – Trade regulated
11237,Mammalia,Pitheciidae,Pithecia monachus,Monk Saki,Appendix II – Trade regulated
68358,Mammalia,Pitheciidae,Pithecia napensis,Napo Saki,Appendix II – Trade regulated
67935,Mammalia,Pitheciidae,Pithecia pissinattii,Pissinatti's Saki,Appendix II – Trade regulated
7806,Mammalia,Pitheciidae,Pithecia pithecia,White-faced Saki,Appendix II – Trade regulated
67936,Mammalia,Pitheciidae,Pithecia rylandsi,Rylands' Saki,Appendix II – Trade regulated
68450,Mammalia,Pitheciidae,Pithecia vanzolinii,Vanzolini's Saki,Appendix II – Trade regulated
101376,Mammalia,Pitheciidae,Plecturocebus aureipalatii,Golden Palace Titi,Appendix II – Trade regulated
101377,Mammalia,Pitheciidae,Plecturocebus baptista,Baptista Lake Titi,Appendix II – Trade regulated
101369,Mammalia,Pitheciidae,Plecturocebus bernhardi,Prince Bernhard's Titi,Appendix II – Trade regulated
101364,Mammalia,Pitheciidae,Plecturocebus brunneus,Brown Titi,Appendix II – Trade regulated
101374,Mammalia,Pitheciidae,Plecturocebus caligatus,Boots Titi,Appendix II – Trade regulated
101368,Mammalia,Pitheciidae,Plecturocebus caquetensis,Caquetá Titi,Appendix II – Trade regulated
101365,Mammalia,Pitheciidae,Plecturocebus cinerascens,Ashy Titi,Appendix II – Trade regulated
101378,Mammalia,Pitheciidae,Plecturocebus cupreus,Coppery Titi,Appendix II – Trade regulated
101371,Mammalia,Pitheciidae,Plecturocebus discolor,Red Titi,Appendix II – Trade regulated
101373,Mammalia,Pitheciidae,Plecturocebus donacophilus,White-eared Titi,Appendix II – Trade regulated
101388,Mammalia,Pitheciidae,Plecturocebus grovesi,Groves' Titi,Appendix II – Trade regulated
101366,Mammalia,Pitheciidae,Plecturocebus hoffmannsi,Hoffmanns' Titi,Appendix II – Trade regulated
101362,Mammalia,Pitheciidae,Plecturocebus miltoni,Milton's Titi,Appendix II – Trade regulated
101363,Mammalia,Pitheciidae,Plecturocebus modestus,Modest Titi,Appendix II – Trade regulated
101379,Mammalia,Pitheciidae,Plecturocebus moloch,Red-bellied Titi,Appendix II – Trade regulated
101370,Mammalia,Pitheciidae,Plecturocebus oenanthe,Andean Titi,Appendix II – Trade regulated
101367,Mammalia,Pitheciidae,Plecturocebus olallae,Olalla Brothers' Titi,Appendix II – Trade regulated
101375,Mammalia,Pitheciidae,Plecturocebus ornatus,Ornate Titi,Appendix II – Trade regulated
101372,Mammalia,Pitheciidae,Plecturocebus pallescens,White-coated Titi,Appendix II – Trade regulated
101387,Mammalia,Pitheciidae,Plecturocebus urubambensis,Urubamba Brown Titi,Appendix II – Trade regulated
101361,Mammalia,Pitheciidae,Plecturocebus vieirai,Vieira's Titi,Appendix II – Trade regulated
4576,Mammalia,Tarsiidae,Tarsius bancanus,Horsfield's Tarsier,Appendix II – Trade regulated
7535,Mammalia,Tarsiidae,Tarsius dentatus,Dian's Tarsier,Appendix II – Trade regulated
5453,Mammalia,Tarsiidae,Tarsius lariang,Lariang Tarsier,Appendix II – Trade regulated
10483,Mammalia,Tarsiidae,Tarsius pelengensis,Peleng Tarsier,Appendix II – Trade regulated
10668,Mammalia,Tarsiidae,Tarsius pumilus,Pygmy Tarsier,Appendix II – Trade regulated
6908,Mammalia,Tarsiidae,Tarsius sangirensis,Sangihe Tarsier,Appendix II – Trade regulated
101078,Mammalia,Tarsiidae,Tarsius spectrumgurskyae,Gursky's Spectral Tarsier,Appendix II – Trade regulated
101079,Mammalia,Tarsiidae,Tarsius supriatnai,Supriatna's Tarsier,Appendix II – Trade regulated
3060,Mammalia,Tarsiidae,Tarsius syrichta,Philippine Tarsier,Appendix II – Trade regulated
6077,Mammalia,Tarsiidae,Tarsius tarsier,Spectral Tarsier,Appendix II – Trade regulated
7151,Mammalia,Tarsiidae,Tarsius tumpara,Siau Island Tarsier,Appendix II – Trade regulated
5690,Mammalia,Elephantidae,Elephas maximus,Asian Elephant,Appendix I – Species threatened with extinction
4521,Mammalia,Elephantidae,Loxodonta africana,African Bush Elephant,Appendix I / II – Status depends on population
6015,Mammalia,Chinchillidae,Chinchilla chinchilla,Short-tailed Chinchilla,Appendix I – Species threatened with extinction
8775,Mammalia,Chinchillidae,Chinchilla lanigera,Long-tailed Chinchilla,Appendix I – Species threatened with extinction
8987,Mammalia,Cuniculidae,Cuniculus paca,Lowland Paca,Appendix III – National protection
4693,Mammalia,Dasyproctidae,Dasyprocta punctata,Central American Agouti,Appendix III – National protection
5368,Mammalia,Erethizontidae,Sphiggurus mexicanus,Mexican Hairy Dwarf Porcupine,Appendix III – National protection
7122,Mammalia,Erethizontidae,Sphiggurus spinosus,Paraguayan Hairy Dwarf Porcupine,Appendix III – National protection
9566,Mammalia,Muridae,Leporillus conditor,Greater Stick-nest Rat,Appendix II – Trade regulated
10382,Mammalia,Muridae,Pseudomys fieldi,Alice Springs Mouse,Appendix II – Trade regulated
4523,Mammalia,Muridae,Xeromys myoides,False Water Rat,Appendix II – Trade regulated
5898,Mammalia,Muridae,Zyzomys pedunculatus,Central Rock Rat,Appendix II – Trade regulated
7981,Mammalia,Sciuridae,Cynomys mexicanus,Mexican Prairie Dog,Appendix II – Trade regulated
5312,Mammalia,Sciuridae,Marmota caudata,Long-tailed Marmot,Appendix III – National protection
9329,Mammalia,Sciuridae,Marmota himalayana,Himalayan Marmot,Appendix III – National protection
5485,Mammalia,Sciuridae,Ratufa affinis,Cream-coloured Giant Squirrel,Appendix II – Trade regulated
7358,Mammalia,Sciuridae,Ratufa bicolor,Black Giant Squirrel,Appendix II – Trade regulated
9376,Mammalia,Sciuridae,Ratufa indica,Indian Giant Squirrel,Appendix II – Trade regulated
3741,Mammalia,Sciuridae,Ratufa macroura,Grizzled Giant Squirrel,Appendix II – Trade regulated
6731,Mammalia,Ptilocercidae,Ptilocercus lowii,Pen-tailed Treeshrew,Appendix II – Trade regulated
8714,Mammalia,Tupaiidae,Anathana ellioti,Indian Treeshrew,Appendix II – Trade regulated
9616,Mammalia,Tupaiidae,Dendrogale melanura,Bornean Smooth-tailed Treeshrew,Appendix II – Trade regulated
11182,Mammalia,Tupaiidae,Dendrogale murina,Indochinese Treeshrew,Appendix II – Trade regulated
9383,Mammalia,Tupaiidae,Tupaia belangeri,Northern Treeshrew,Appendix II – Trade regulated
5772,Mammalia,Tupaiidae,Tupaia chrysogaster,Golden-bellied Treeshrew,Appendix II – Trade regulated
10932,Mammalia,Tupaiidae,Tupaia dorsalis,Striped Treeshrew,Appendix II – Trade regulated
68353,Mammalia,Tupaiidae,Tupaia everetti,Mindanao Treeshrew,Appendix II – Trade regulated
7607,Mammalia,Tupaiidae,Tupaia glis,Common Treeshrew,Appendix II – Trade regulated
7644,Mammalia,Tupaiidae,Tupaia gracilis,Slender Treeshrew,Appendix II – Trade regulated
6306,Mammalia,Tupaiidae,Tupaia javanica,Javan Treeshrew,Appendix II – Trade regulated
8078,Mammalia,Tupaiidae,Tupaia longipes,Long-footed Treeshrew,Appendix II – Trade regulated
4675,Mammalia,Tupaiidae,Tupaia minor,Pygmy Treeshrew,Appendix II – Trade regulated
3297,Mammalia,Tupaiidae,Tupaia montana,Mountain Treeshrew,Appendix II – Trade regulated
8580,Mammalia,Tupaiidae,Tupaia nicobarica,Nicobar Treeshrew,Appendix II – Trade regulated
3725,Mammalia,Tupaiidae,Tupaia palawanensis,Palawan Treeshrew,Appendix II – Trade regulated
9645,Mammalia,Tupaiidae,Tupaia picta,Painted Treeshrew,Appendix II – Trade regulated
3205,Mammalia,Tupaiidae,Tupaia splendidula,Ruddy Treeshrew,Appendix II – Trade regulated
7429,Mammalia,Tupaiidae,Tupaia tana,Large Treeshrew,Appendix II – Trade regulated
3515,Mammalia,Dugongidae,Dugong dugon,Dugong,Appendix I – Species threatened with extinction
9454,Mammalia,Trichechidae,Trichechus inunguis,Amazonian Manatee,Appendix I – Species threatened with extinction
4548,Mammalia,Trichechidae,Trichechus manatus,West Indian Manatee,Appendix I – Species threatened with extinction
4306,Mammalia,Trichechidae,Trichechus senegalensis,West African Manatee,Appendix I – Species threatened with extinction
